,open,high,low,close,volume,open_interest
2016-01-04 09:15:00,70810.0,70950.0,70260.0,70310.0,55782.0,436156
2016-01-04 09:30:00,70300.0,70300.0,69810.0,69870.0,56732.0,436098
2016-01-04 09:45:00,69850.0,69930.0,69210.0,69220.0,57730.0,437384
2016-01-04 10:00:00,69210.0,69550.0,69020.0,69380.0,53564.0,436222
2016-01-04 10:15:00,69380.0,69460.0,69260.0,69290.0,24006.0,435592
2016-01-04 10:45:00,69270.0,69320.0,68950.0,69180.0,45302.0,435804
2016-01-04 11:00:00,69180.0,69320.0,69150.0,69210.0,17138.0,435716
2016-01-04 11:15:00,69230.0,69280.0,69100.0,69140.0,18188.0,435254
2016-01-04 11:30:00,69130.0,69240.0,69110.0,69120.0,15614.0,432884
2016-01-04 13:45:00,69150.0,69500.0,69040.0,69370.0,48618.0,430334
2016-01-04 14:00:00,69370.0,69410.0,69010.0,69100.0,32554.0,430426
2016-01-04 14:15:00,69090.0,69200.0,68770.0,68850.0,45190.0,435854
2016-01-04 14:30:00,68850.0,68940.0,68740.0,68870.0,30362.0,439166
2016-01-04 14:45:00,68880.0,68920.0,68700.0,68790.0,24764.0,437934
2016-01-04 15:00:00,68790.0,68990.0,68560.0,68930.0,51630.0,428404
2016-01-04 21:15:00,69200.0,69230.0,68920.0,69060.0,41794.0,434238
2016-01-04 21:30:00,69050.0,69290.0,69050.0,69170.0,38968.0,431692
2016-01-04 21:45:00,69160.0,69270.0,69130.0,69200.0,15106.0,431880
2016-01-04 22:00:00,69190.0,69320.0,69180.0,69200.0,16312.0,431548
2016-01-04 22:15:00,69200.0,69230.0,69100.0,69220.0,15784.0,431090
2016-01-04 22:30:00,69230.0,69290.0,69160.0,69240.0,12542.0,431646
2016-01-04 22:45:00,69240.0,69350.0,69170.0,69260.0,17124.0,431870
2016-01-04 23:00:00,69260.0,69300.0,69200.0,69260.0,7598.0,431950
2016-01-04 23:15:00,69250.0,69290.0,69160.0,69280.0,11130.0,431358
2016-01-04 23:30:00,69290.0,69290.0,69140.0,69190.0,12762.0,432774
2016-01-04 23:45:00,69190.0,69260.0,69000.0,69070.0,18160.0,433510
2016-01-05 00:00:00,69060.0,69070.0,68880.0,68900.0,18354.0,434290
2016-01-05 00:15:00,68910.0,68910.0,68760.0,68790.0,20322.0,436382
2016-01-05 00:30:00,68790.0,68910.0,68700.0,68740.0,17760.0,435844
2016-01-05 00:45:00,68750.0,68870.0,68700.0,68780.0,14574.0,436116
2016-01-05 01:00:00,68790.0,68840.0,68710.0,68710.0,11698.0,433998
2016-01-05 09:15:00,68720.0,68860.0,68500.0,68800.0,46786.0,438134
2016-01-05 09:30:00,68800.0,68850.0,68650.0,68810.0,24676.0,440280
2016-01-05 09:45:00,68800.0,69010.0,68730.0,68960.0,41544.0,433332
2016-01-05 10:00:00,68960.0,69180.0,68910.0,69120.0,32082.0,430296
2016-01-05 10:15:00,69110.0,69140.0,68860.0,68910.0,24842.0,432794
2016-01-05 10:45:00,68930.0,69010.0,68840.0,68910.0,15412.0,434896
2016-01-05 11:00:00,68910.0,69070.0,68810.0,69010.0,17156.0,433944
2016-01-05 11:15:00,69030.0,69150.0,69010.0,69080.0,21618.0,433468
2016-01-05 11:30:00,69090.0,69170.0,69030.0,69070.0,16254.0,432392
2016-01-05 13:45:00,69050.0,69130.0,68820.0,69100.0,37678.0,433544
2016-01-05 14:00:00,69100.0,69200.0,69060.0,69160.0,25684.0,435130
2016-01-05 14:15:00,69170.0,69260.0,68920.0,69110.0,40084.0,435430
2016-01-05 14:30:00,69090.0,69490.0,69050.0,69440.0,52948.0,431536
2016-01-05 14:45:00,69440.0,69580.0,69350.0,69400.0,39936.0,430388
2016-01-05 15:00:00,69410.0,69600.0,69370.0,69510.0,39122.0,424552
2016-01-05 21:15:00,69380.0,69700.0,69350.0,69480.0,45420.0,430422
2016-01-05 21:30:00,69490.0,69500.0,69370.0,69450.0,24036.0,432746
2016-01-05 21:45:00,69430.0,69460.0,69200.0,69320.0,29334.0,434644
2016-01-05 22:00:00,69320.0,69430.0,69230.0,69230.0,19456.0,433722
2016-01-05 22:15:00,69240.0,69270.0,69150.0,69240.0,21900.0,433306
2016-01-05 22:30:00,69240.0,69260.0,69040.0,69100.0,26034.0,434380
2016-01-05 22:45:00,69110.0,69130.0,68940.0,69030.0,31392.0,436402
2016-01-05 23:00:00,69040.0,69090.0,68990.0,69030.0,12526.0,437098
