,open,high,low,close,volume,open_interest
2016-01-04,70810.0,70960.0,68560.0,68930.0,577174.0,428358.0
2016-01-05,69200.0,69610.0,68500.0,69510.0,765810.0,424542.0
2016-01-06,69380.0,69750.0,68360.0,68820.0,773858.0,437426.0
2016-01-07,69000.0,69410.0,67340.0,67480.0,911372.0,484406.0
2016-01-08,67460.0,68550.0,66510.0,67920.0,1222618.0,459614.0
2016-01-11,67910.0,68660.0,66780.0,67000.0,986604.0,475302.0
2016-01-12,67280.0,67630.0,65820.0,65950.0,1033860.0,497478.0
2016-01-13,66010.0,66680.0,65940.0,66220.0,814236.0,504624.0
2016-01-14,66220.0,68070.0,66050.0,67360.0,924800.0,473274.0
2016-01-15,67370.0,69350.0,67260.0,68190.0,1061426.0,441794.0
2016-01-18,67820.0,69620.0,67700.0,69320.0,1076330.0,449514.0
2016-01-19,69310.0,70300.0,68720.0,70130.0,977974.0,440862.0
2016-01-20,70010.0,70290.0,68850.0,69470.0,925226.0,437800.0
2016-01-21,69450.0,70000.0,68910.0,69250.0,1032314.0,427960.0
2016-01-22,69350.0,70780.0,69260.0,70160.0,1091160.0,432032.0
2016-01-25,70770.0,70930.0,69130.0,69360.0,754402.0,426650.0
2016-01-26,69400.0,69560.0,68750.0,69130.0,744666.0,429578.0
2016-01-27,69350.0,70590.0,69350.0,70520.0,820568.0,443768.0
2016-01-28,70440.0,70570.0,69550.0,69730.0,683710.0,442112.0
2016-01-29,69600.0,70220.0,69300.0,69590.0,727910.0,438022.0
2016-02-01,69420.0,70200.0,68500.0,68950.0,779094.0,460126.0
2016-02-02,68820.0,69240.0,68560.0,69010.0,580890.0,441838.0
2016-02-03,69050.0,69150.0,67960.0,68880.0,640464.0,436748.0
2016-02-04,68780.0,69780.0,68720.0,69340.0,583156.0,421032.0
2016-02-05,69360.0,69750.0,68500.0,68740.0,494356.0,407420.0
2016-02-15,64950.0,66600.0,64280.0,66320.0,399620.0,429914.0
2016-02-16,66010.0,67080.0,66010.0,66660.0,600702.0,446270.0
2016-02-17,66860.0,66890.0,66060.0,66400.0,557778.0,438520.0
2016-02-18,66600.0,67180.0,66430.0,66680.0,459810.0,433320.0
2016-02-19,66790.0,67350.0,66600.0,67120.0,570678.0,434012.0
2016-02-22,67150.0,69050.0,67010.0,68730.0,740480.0,444796.0
2016-02-23,69060.0,69560.0,68510.0,68700.0,590896.0,424384.0
2016-02-24,69100.0,69120.0,68140.0,68550.0,520200.0,427820.0
2016-02-25,68350.0,68990.0,67560.0,67810.0,657020.0,451180.0
2016-02-26,67960.0,67990.0,66370.0,67290.0,668722.0,439272.0
2016-02-29,67500.0,68300.0,66550.0,67020.0,802790.0,447552.0
2016-03-01,67220.0,67910.0,66690.0,67800.0,703738.0,446398.0
2016-03-02,68000.0,69040.0,67830.0,68950.0,783972.0,431708.0
2016-03-03,69210.0,69540.0,68600.0,69400.0,688900.0,420924.0
2016-03-04,69550.0,72390.0,69320.0,71350.0,1203738.0,456092.0
2016-03-07,71340.0,74450.0,71200.0,73310.0,1495566.0,486106.0
2016-03-08,73860.0,75840.0,70060.0,71670.0,1825344.0,441868.0
2016-03-09,71900.0,71980.0,68680.0,69280.0,1182210.0,392578.0
2016-03-10,69600.0,70510.0,68750.0,68930.0,1229092.0,410358.0
2016-03-11,69100.0,69960.0,68510.0,69450.0,816682.0,399338.0
2016-03-14,69260.0,70370.0,68900.0,69310.0,743622.0,403324.0
2016-03-15,69030.0,69230.0,67730.0,68330.0,750548.0,394890.0
2016-03-16,67880.0,68350.0,67570.0,68100.0,624272.0,415204.0
2016-03-17,67640.0,68990.0,67590.0,68540.0,690320.0,422824.0
2016-03-18,68500.0,70440.0,68410.0,69860.0,1136578.0,422862.0
2016-03-21,69750.0,70060.0,67780.0,68090.0,840560.0,439046.0
2016-03-22,68200.0,69350.0,68170.0,68450.0,821964.0,434656.0
2016-03-23,68300.0,69500.0,68050.0,68260.0,674642.0,435104.0
2016-03-24,68360.0,68610.0,67600.0,68130.0,686116.0,412414.0
2016-03-25,67980.0,68640.0,67850.0,68470.0,461376.0,393696.0
2016-03-28,68380.0,68950.0,67990.0,68120.0,436500.0,387790.0
2016-03-29,68180.0,68810.0,67800.0,68290.0,409056.0,371538.0
2016-03-30,68240.0,68380.0,66350.0,66740.0,643814.0,393148.0
2016-03-31,66600.0,67390.0,66100.0,66250.0,551754.0,387192.0
2016-04-01,66070.0,66830.0,66010.0,66340.0,472770.0,368288.0
2016-04-05,66060.0,66230.0,65140.0,65690.0,255854.0,362046.0
2016-04-06,65530.0,66850.0,65530.0,66710.0,410908.0,336676.0
2016-04-07,66710.0,67340.0,66610.0,67050.0,340576.0,311830.0
2016-04-08,66950.0,66950.0,65600.0,66520.0,365724.0,289182.0
2016-04-11,67600.0,68720.0,67530.0,68230.0,416704.0,371030.0
2016-04-12,68510.0,69040.0,68000.0,69000.0,498870.0,413000.0
2016-04-13,69070.0,71940.0,68760.0,70260.0,1311228.0,473382.0
2016-04-14,70800.0,71400.0,70260.0,70710.0,762510.0,490702.0
2016-04-15,70880.0,71460.0,70060.0,70240.0,745346.0,508514.0
2016-04-18,70330.0,71470.0,69530.0,70840.0,788530.0,521640.0
2016-04-19,71300.0,72170.0,70040.0,71010.0,1046740.0,554886.0
2016-04-20,71340.0,72830.0,71060.0,71880.0,1317728.0,555618.0
2016-04-21,72300.0,74400.0,71720.0,73850.0,1506998.0,600716.0
2016-04-22,75010.0,75110.0,70470.0,71810.0,1459122.0,557696.0
2016-04-25,72000.0,73720.0,70820.0,72050.0,1250414.0,561076.0
2016-04-26,71910.0,72220.0,70670.0,71350.0,822540.0,562176.0
2016-04-27,71500.0,72450.0,71260.0,71910.0,823176.0,564824.0
2016-04-28,72100.0,72710.0,71370.0,72170.0,1041496.0,570620.0
2016-04-29,72140.0,73400.0,71910.0,73340.0,954570.0,593836.0
2016-05-03,73290.0,76200.0,72700.0,75940.0,862968.0,653182.0
2016-05-04,75690.0,76390.0,73720.0,74360.0,1429034.0,626004.0
2016-05-05,74540.0,74930.0,73120.0,73420.0,970200.0,613536.0
2016-05-06,73460.0,73590.0,69900.0,70700.0,1412010.0,578524.0
2016-05-09,70790.0,72080.0,68920.0,69030.0,1291174.0,604630.0
2016-05-10,68920.0,69480.0,68150.0,69210.0,946058.0,597736.0
2016-05-11,69050.0,69700.0,69010.0,69400.0,773980.0,605872.0
2016-05-12,69710.0,70610.0,69120.0,70130.0,962488.0,596240.0
2016-05-13,70000.0,70360.0,67750.0,68250.0,1122286.0,591130.0
2016-05-16,68080.0,69130.0,67900.0,68850.0,677276.0,591198.0
2016-05-17,68880.0,69640.0,68660.0,69410.0,688620.0,594566.0
2016-05-18,69090.0,69880.0,68430.0,68600.0,806500.0,619082.0
2016-05-19,68580.0,69180.0,68200.0,68430.0,609878.0,622594.0
2016-05-20,68190.0,68830.0,67770.0,68520.0,559474.0,628154.0
2016-05-23,68530.0,68780.0,66720.0,67180.0,828052.0,643032.0
2016-05-24,66890.0,67420.0,66430.0,67020.0,553818.0,652548.0
2016-05-25,67190.0,67820.0,66730.0,66820.0,633888.0,654140.0
2016-05-26,67080.0,67710.0,66830.0,67230.0,668844.0,668578.0
2016-05-27,67280.0,67800.0,66350.0,67390.0,824508.0,661686.0
2016-05-30,67390.0,67680.0,66750.0,67360.0,544958.0,660418.0
2016-05-31,67400.0,68390.0,67200.0,68090.0,653542.0,667272.0
2016-06-01,68160.0,68280.0,66950.0,67150.0,524336.0,681582.0
2016-06-02,66990.0,68000.0,66750.0,67430.0,507290.0,654718.0
2016-06-03,67320.0,67850.0,67310.0,67550.0,480244.0,671238.0
2016-06-06,68100.0,69260.0,67660.0,68990.0,615780.0,652222.0
2016-06-07,69120.0,69500.0,68480.0,68780.0,443264.0,632672.0
2016-06-08,68500.0,69300.0,68320.0,68890.0,408292.0,607992.0
2016-06-13,69600.0,70870.0,69510.0,70300.0,350280.0,601348.0
2016-06-14,70430.0,70700.0,70000.0,70420.0,389368.0,588166.0
2016-06-15,70220.0,71300.0,70090.0,71240.0,568748.0,598626.0
2016-06-16,71880.0,71980.0,70170.0,70420.0,497828.0,568340.0
2016-06-17,70250.0,71450.0,69900.0,71450.0,486166.0,557408.0
2016-06-20,71600.0,72870.0,71090.0,72520.0,617698.0,541624.0
2016-06-21,72800.0,73400.0,72000.0,72390.0,494708.0,515490.0
2016-06-22,72450.0,72880.0,71570.0,72760.0,478340.0,507188.0
2016-06-23,72750.0,72980.0,71680.0,72050.0,428734.0,497116.0
2016-06-24,72180.0,72500.0,70010.0,70470.0,673326.0,476088.0
2016-06-27,70610.0,71850.0,70520.0,71650.0,535002.0,479126.0
2016-06-28,71580.0,72860.0,71030.0,72580.0,526784.0,477966.0
2016-06-29,72730.0,73950.0,72650.0,73450.0,710344.0,459692.0
2016-06-30,73600.0,75350.0,73380.0,74890.0,733846.0,474668.0
2016-07-01,74730.0,75980.0,73600.0,75560.0,845836.0,493470.0
2016-07-04,75700.0,79240.0,75500.0,79240.0,1016926.0,552196.0
2016-07-05,80950.0,83490.0,77200.0,80600.0,1844850.0,537240.0
2016-07-06,80660.0,82140.0,75970.0,78060.0,2027096.0,507050.0
2016-07-07,77410.0,80900.0,76680.0,77270.0,1631036.0,491106.0
2016-07-08,77480.0,78400.0,75120.0,76840.0,1333552.0,463450.0
2016-07-11,77510.0,79880.0,76900.0,79300.0,1193678.0,471884.0
2016-07-12,79450.0,81400.0,78820.0,81160.0,1095460.0,496362.0
2016-07-13,81400.0,83570.0,79900.0,80430.0,1638146.0,485588.0
2016-07-14,80800.0,82000.0,79700.0,81770.0,1085930.0,486054.0
2016-07-15,81590.0,82180.0,80100.0,81200.0,977862.0,479964.0
2016-07-18,81610.0,82000.0,79530.0,80840.0,1178810.0,468188.0
2016-07-19,81000.0,83750.0,80340.0,81880.0,1637088.0,481030.0
2016-07-20,81750.0,82360.0,80680.0,81550.0,1102102.0,456666.0
2016-07-21,81080.0,82780.0,80510.0,82250.0,1038416.0,461090.0
2016-07-22,82880.0,84080.0,81150.0,81220.0,1274224.0,442624.0
2016-07-25,81600.0,81890.0,79770.0,80520.0,1000232.0,414574.0
2016-07-26,80700.0,80880.0,78650.0,79390.0,860320.0,382886.0
2016-07-27,79310.0,80690.0,79120.0,79650.0,768382.0,351508.0
2016-07-28,79920.0,81500.0,79580.0,81390.0,784462.0,343934.0
2016-07-29,81500.0,82000.0,80280.0,80330.0,716288.0,315740.0
2016-08-01,80680.0,82580.0,79940.0,82430.0,684284.0,304298.0
2016-08-02,83760.0,85200.0,83210.0,85180.0,477874.0,481616.0
2016-08-03,85290.0,85700.0,83450.0,83880.0,698722.0,508116.0
2016-08-04,84010.0,84500.0,81590.0,82100.0,796350.0,478976.0
2016-08-05,81600.0,83200.0,81590.0,82970.0,692210.0,514468.0
2016-08-08,82700.0,84890.0,82110.0,84430.0,773628.0,566194.0
2016-08-09,84400.0,84790.0,83300.0,83790.0,709644.0,568570.0
2016-08-10,83450.0,84700.0,83100.0,84190.0,747168.0,574810.0
2016-08-11,84500.0,85250.0,83090.0,83330.0,971948.0,587090.0
2016-08-12,83300.0,83900.0,82600.0,83100.0,749318.0,596208.0
2016-08-15,82080.0,82500.0,80520.0,80850.0,983504.0,610604.0
2016-08-16,81310.0,82050.0,81120.0,81490.0,611550.0,604464.0
2016-08-17,81380.0,81700.0,80660.0,81170.0,684610.0,613314.0
2016-08-18,81050.0,81770.0,80260.0,81440.0,733912.0,609926.0
2016-08-19,81530.0,81740.0,80900.0,81540.0,498222.0,614896.0
2016-08-22,81400.0,82140.0,80500.0,80590.0,602994.0,621676.0
2016-08-23,80520.0,81480.0,80360.0,81110.0,412270.0,604530.0
2016-08-24,81270.0,81580.0,80670.0,80980.0,425210.0,609466.0
2016-08-25,81120.0,81320.0,77550.0,78450.0,1062506.0,611110.0
2016-08-26,77900.0,78790.0,77850.0,78310.0,466932.0,600286.0
2016-08-29,78310.0,79280.0,77990.0,78570.0,604124.0,576564.0
2016-08-30,78610.0,78970.0,78000.0,78150.0,356702.0,588174.0
2016-08-31,77980.0,78710.0,77890.0,78060.0,434898.0,586950.0
2016-09-01,78000.0,79200.0,77980.0,78810.0,531406.0,576764.0
2016-09-02,78530.0,80480.0,78380.0,79820.0,731232.0,556138.0
2016-09-05,80020.0,80840.0,80020.0,80230.0,565786.0,563528.0
2016-09-06,80370.0,81120.0,79500.0,81040.0,553620.0,552206.0
2016-09-07,80910.0,81300.0,80360.0,80920.0,533470.0,537074.0
2016-09-08,81150.0,81420.0,80580.0,80980.0,447436.0,541706.0
2016-09-09,81400.0,81550.0,80850.0,81320.0,426516.0,536068.0
2016-09-12,81400.0,81460.0,78500.0,78710.0,619392.0,525288.0
2016-09-13,78820.0,79750.0,78680.0,79310.0,416320.0,517318.0
2016-09-14,79190.0,79500.0,78020.0,78280.0,486080.0,514876.0
2016-09-19,77990.0,79360.0,77960.0,78960.0,256726.0,512880.0
2016-09-20,79100.0,80700.0,79030.0,80610.0,541658.0,507280.0
2016-09-21,80690.0,80980.0,80110.0,80510.0,398448.0,496404.0
2016-09-22,80850.0,82560.0,80520.0,81700.0,652968.0,492808.0
2016-09-23,82260.0,82650.0,81800.0,82620.0,446672.0,499040.0
2016-09-26,82660.0,82850.0,81400.0,81480.0,541690.0,509732.0
2016-09-27,81550.0,82730.0,80200.0,82700.0,713616.0,530618.0
2016-09-28,82880.0,82980.0,81510.0,82090.0,725532.0,509676.0
2016-09-29,81920.0,83610.0,81570.0,81860.0,683474.0,493246.0
2016-09-30,81800.0,81990.0,80430.0,81380.0,525812.0,464428.0
2016-10-10,80720.0,81860.0,80200.0,81660.0,284498.0,465102.0
2016-10-11,81470.0,82970.0,81470.0,82840.0,560184.0,490950.0
2016-10-12,82490.0,83140.0,81890.0,82350.0,513218.0,484610.0
2016-10-13,82760.0,83050.0,80900.0,81340.0,626050.0,492972.0
2016-10-14,81090.0,82240.0,80720.0,81590.0,502782.0,486616.0
2016-10-17,81700.0,82540.0,81420.0,81820.0,653362.0,497082.0
2016-10-18,81950.0,82010.0,80850.0,81680.0,443098.0,498742.0
2016-10-19,81700.0,82350.0,80410.0,80700.0,637110.0,513786.0
2016-10-20,80650.0,81290.0,79780.0,80750.0,509984.0,507158.0
2016-10-21,80400.0,80620.0,79360.0,79410.0,515654.0,538548.0
2016-10-24,79280.0,80700.0,79080.0,80410.0,463548.0,518322.0
2016-10-25,80200.0,81960.0,80200.0,81470.0,583810.0,512946.0
2016-10-26,81700.0,82300.0,80590.0,81050.0,539952.0,511784.0
2016-10-27,80950.0,81900.0,80450.0,80980.0,507290.0,508394.0
2016-10-28,81600.0,82690.0,81400.0,82570.0,616094.0,509508.0
2016-10-31,82650.0,84030.0,82100.0,83950.0,618874.0,544172.0
2016-11-01,83910.0,84340.0,82900.0,83560.0,581778.0,521976.0
2016-11-02,83410.0,84460.0,81800.0,82310.0,676190.0,499476.0
2016-11-03,82700.0,83470.0,82200.0,83280.0,375696.0,498794.0
2016-11-04,83500.0,84100.0,82800.0,82920.0,543200.0,492920.0
2016-11-07,82980.0,88430.0,82650.0,87830.0,1057918.0,530624.0
